GeoID,Years,GeoType,TotalPop,PctRural,PctAge65plus,PctMinority,PctHispanic,PctBlackNH,PctAPINH,Pct_forborn,PctDisabled,PctEducLHS,PctEducBchPlus,Pct100Pov,PctNoHealthIns,N_BINGE,N_CSMOKING,N_LPA,N_OBESITY,N_CERVICAL,N_MAMMOUSE,N_COLON_SCREEN,N_COREM,N_COREW,N_CHECKUP,RPL_EJI,RPL_SVI
34039,01yr,County,536499,0,14.19452921,54.65,27.34,20.82,4.59,29.52,6.67,14.4,32.6,10.89,15.1,16.31143339,13.681857,26.07463089,28.9784378,84.88614312,77.11988727,68.22468318,36.18822402,29.86039844,76.70212433,0.7,0.75
34039,05yrs,County,536499,0,14.19452921,54.65,27.34,20.82,4.59,29.52,6.67,14.4,32.6,10.89,15.1,16.31143339,13.681857,26.07463089,28.9784378,84.88614312,77.11988727,68.22468318,36.18822402,29.86039844,76.70212433,0.7,0.75
34039,10yrs,County,536499,0,14.19452921,54.65,27.34,20.82,4.59,29.52,6.67,14.4,32.6,10.89,15.1,16.31143339,13.681857,26.07463089,28.9784378,84.88614312,77.11988727,68.22468318,36.18822402,29.86039844,76.70212433,0.7,0.75
34041,01yr,County,108692,37.56,17.59374941,14.29,7.05,3.3,2.45,9.25,8.58,10,29.9,7.97,8.9,17.17403213,14.52909138,23.32521897,31.58397766,83.96354654,72.09195065,69.34806241,33.21478214,38.57885953,75.69622511,0.3,0.25
34041,05yrs,County,108692,37.56,17.59374941,14.29,7.05,3.3,2.45,9.25,8.58,10,29.9,7.97,8.9,17.17403213,14.52909138,23.32521897,31.58397766,83.96354654,72.09195065,69.34806241,33.21478214,38.57885953,75.69622511,0.3,0.25
34041,10yrs,County,108692,37.56,17.59374941,14.29,7.05,3.3,2.45,9.25,8.58,10,29.9,7.97,8.9,17.17403213,14.52909138,23.32521897,31.58397766,83.96354654,72.09195065,69.34806241,33.21478214,38.57885953,75.69622511,0.3,0.25
US,01yr,Nationwide,308745538,19.27,16.07,36.25,16.35,12.21,4.84,13.18,10.27,13.3,29.8,15.47,13,15.2,11.4,24.5,32.8,,76.5,66.3,,,77.7,,
US,05yrs,Nationwide,308745538,19.27,16.07,36.25,16.35,12.21,4.84,13.18,10.27,13.3,29.8,15.47,13,15.2,11.4,24.5,32.8,,76.5,66.3,,,77.7,,
US,10yrs,Nationwide,308745538,19.27,16.07,36.25,16.35,12.21,4.84,13.18,10.27,13.3,29.8,15.47,13,15.2,11.4,24.5,32.8,,76.5,66.3,,,77.7,,
34,01yr,State,8791894,5.32,16.75,40.69,17.69,12.8,8.21,21.66,7.72,11.4,36.8,10.82,11.6,16.30085019,13.46294324,24.73361162,29.5411447,83.48949047,76.47001807,68.18645356,39.11488839,35.18271425,74.37455304,,
34,05yrs,State,8791894,5.32,16.75,40.69,17.69,12.8,8.21,21.66,7.72,11.4,36.8,10.82,11.6,16.30085019,13.46294324,24.73361162,29.5411447,83.48949047,76.47001807,68.18645356,39.11488839,35.18271425,74.37455304,,
34,10yrs,State,8791894,5.32,16.75,40.69,17.69,12.8,8.21,21.66,7.72,11.4,36.8,10.82,11.6,16.30085019,13.46294324,24.73361162,29.5411447,83.48949047,76.47001807,68.18645356,39.11488839,35.18271425,74.37455304,,
